phenocode	phenostring	category	pval	beta	maf	maf_case	maf_control	n_case	n_control
H7_RETINAVASC	Retinal vascular disorders	Diseases of the eye and adnexa (H7_)	0.856911	0.00741587	0.114578	0.114905	0.114575	3005	314042
H8_OTOSCLE	Otosclerosis	Diseases of the ear and mastoid process (H8_)	0.857417	0.00878335	0.114928	0.116587	0.114918	2077	326479
CD2_BENIGN_BREAST	Benign neoplasm of breast	Neoplasms from hospital discharges (CD2_)	0.857905	-0.00704078	0.114492	0.11468	0.114489	3257	187622
ANAPH_SHOCK_ADVER_EFFECT_CORRE_DRUG_MEDICAM_PROPE_ADMINISTE	Anaphylactic shock due to adverse effect of correct drug or medication properly administered	Injury, poisoning and certain other consequences of external causes (ST19_)	0.858048	0.0248241	0.114848	0.11608	0.114848	259	342240
K11_HYPO_ONLY_INCLAVO	Tooth agenesis EXCLUDE clefts and syndromes	Diseases of the digestive system (K11_)	0.858173	0.0143779	0.114844	0.115825	0.114841	777	340920
M13_VILLONODULAR	Villonodular synovitis (pigmented)	Diseases of the musculoskeletal system and connective tissue (M13_)	0.858205	0.0292209	0.114649	0.118532	0.114646	184	221323
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	Diseases of the eye and adnexa (H7_)	0.858426	0.00744784	0.114579	0.115008	0.114575	2911	314042
N14_RENALCOLNAS	Unspecified renal colic	Diseases of the genitourinary system (N14_)	0.858536	-0.0335879	0.114819	0.113139	0.114819	137	333128
K11_PULPITIS_3	Dental pulpitis 3	Diseases of the digestive system (K11_)	0.859012	-0.00689412	0.114848	0.11635	0.114832	3724	338775
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	Diseases of the skin and subcutaneous tissue (L12_)	0.859107	-0.0223514	0.115065	0.111907	0.115068	317	331962
K11_DIAHER	Diaphragmatic hernia	Diseases of the digestive system (K11_)	0.859167	-0.00399185	0.115131	0.115199	0.115129	10264	293793
K11_MIH_CARIES	Molar incisor hypoplasia, with caries	Diseases of the digestive system (K11_)	0.859567	0.0311223	0.114783	0.121212	0.11478	165	334767
D3_COAGDEF_PURPUR_HAEMORRHAGIC	Coagulation defects, purpura and other haemorrhagic conditions	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.859575	-0.00555431	0.114848	0.114524	0.114853	5091	337408
H7_EYEADNEXOTH	Other specified and unspecified disorders of eye and adnexa	Diseases of the eye and adnexa (H7_)	0.861961	0.0122344	0.114812	0.117768	0.114803	990	338998
I9_THAORTANEUR	Thoracic aortic aneurysm	Diseases of the circulatory system (I9_)	0.862528	0.00465153	0.114822	0.115674	0.114802	7321	317899
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	Diseases of the digestive system (K11_)	0.863211	-0.0137626	0.114283	0.111102	0.114293	796	242518
E4_PARANAS	Disorders of parathyroid gland, other and/or unspecified	Endocrine, nutritional and metabolic diseases (E4_)	0.863557	0.0291436	0.114902	0.117386	0.114901	173	329091
M13_MUSCLEDISNAS	Other specified disorders of muscle	Diseases of the musculoskeletal system and connective tissue (M13_)	0.86373	0.0142654	0.11489	0.115499	0.114888	724	253122
H8_EXTDISNAS	Other specified disorders of external ear	Diseases of the ear and mastoid process (H8_)	0.864646	-0.0130926	0.114726	0.116341	0.114722	827	333917
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	Diseases of the digestive system (K11_)	0.864719	0.00538918	0.114765	0.114844	0.114763	5135	276683
G6_MYASTHENIA	Myasthenia gravis	Diseases of the nervous system (G6_)	0.865477	-0.0191374	0.114893	0.114662	0.114893	383	339462
H8_INNERNAS	Other specified/unspecified diseases of inner ear	Diseases of the ear and mastoid process (H8_)	0.86578	-0.0361158	0.114917	0.113208	0.114918	106	326479
M13_REACTARTH	Reactive arthropathies	Diseases of the musculoskeletal system and connective tissue (M13_)	0.866116	0.00747935	0.114661	0.115973	0.114646	2540	221323
C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs	Neoplasms, from cancer register (ICD-O-3)	0.867213	0.00575689	0.115593	0.118166	0.11555	4364	259583
H7_STENOLACRI	Stenosis and insufficiency of lacrimal passages	Diseases of the eye and adnexa (H7_)	0.867658	0.0078244	0.114893	0.114681	0.114895	2287	314292
M13_CERVICOCRANSDR	Cervicocranial syndrome	Diseases of the musculoskeletal system and connective tissue (M13_)	0.868401	0.00719922	0.115023	0.114424	0.115029	2689	248831
CD2_BENIGN_RETINA	Benign neoplasm: Retina	Neoplasms from hospital discharges (CD2_)	0.86867	-0.0339773	0.114848	0.11212	0.114849	116	342383
H8_MENIERE	Ménière disease	Diseases of the ear and mastoid process (H8_)	0.869353	-0.00739759	0.114909	0.113737	0.114918	2485	326479
L12_ATROPHICSKINNAS	Other and unspecified atrophic disorders of skin	Diseases of the skin and subcutaneous tissue (L12_)	0.869614	-0.0376887	0.114764	0.112903	0.114764	93	321903
CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal	Neoplasms from hospital discharges (CD2_)	0.869931	-0.00285691	0.114848	0.114707	0.114856	17664	324835
H7_AMD	Age-related macular degeneration (whether dry or wet)	Diseases of the eye and adnexa (H7_)	0.869977	-0.00444803	0.114548	0.114327	0.114553	7582	318039
H7_CONJUVASC	Other conjunctival vascular disorders and cysts	Diseases of the eye and adnexa (H7_)	0.870554	-0.0159023	0.115039	0.112422	0.115044	525	314307
O15_COMPLIC_PUERP	Complications predominantly related to the puerperium	Pregnancy, childbirth and the puerperium (O15_)	0.87113	-0.00422052	0.114492	0.114148	0.114506	7644	183235
AB1_BACTINF_NOS	Bacterial infection, other or unspecified	Certain infectious and parasitic diseases (AB1_)	0.871211	0.00295218	0.114829	0.115686	0.114784	16018	303314
M13_KNEEDERANGEMENTS	Internal derangement of knee	Diseases of the musculoskeletal system and connective tissue (M13_)	0.872117	-0.00218073	0.114675	0.114872	0.114646	31867	221323
M13_BONECONTINUITY	Disorders of continuity of bone	Diseases of the musculoskeletal system and connective tissue (M13_)	0.872125	-0.00769589	0.114811	0.114697	0.114812	2167	325717
E4_THYTOXGOITMULT	Thyrotoxicosis with toxic multinodular goitre	Endocrine, nutritional and metabolic diseases (E4_)	0.872635	0.00950848	0.114638	0.116828	0.114628	1408	335290
H7_HERPESKERATITIS	Herpesviral keratitis and keratoconjunctivitis	Diseases of the eye and adnexa (H7_)	0.872656	-0.0113029	0.114638	0.112307	0.114645	1009	325475
J10_EPIGLOTTITIS	Acute epiglottitis	Diseases of the respiratory system (J10_)	0.874286	-0.018296	0.114689	0.113518	0.11469	369	280956
H7_ANISOMETROPIA	Anisometropia and aniseikonia	Diseases of the eye and adnexa (H7_)	0.874594	-0.0135568	0.114907	0.112375	0.114913	678	328688
O15_ECLAMPSIA	Eclampsia	Pregnancy, childbirth and the puerperium (O15_)	0.875018	-0.0169218	0.114459	0.114029	0.11446	426	176113
K11_APPENDECTOMY	Appendectomy	Diseases of the digestive system (K11_)	0.87555	0.00237563	0.114848	0.11481	0.114851	23191	319308
AB1_GONOCOCCAL	Gonococcal infection	Certain infectious and parasitic diseases (AB1_)	0.875607	0.0123888	0.114832	0.11618	0.114829	791	332788
M13_CHURGSTRAUSS	Polyarteritis with lung involvement [Churg-Strauss]/EGPA	Diseases of the musculoskeletal system and connective tissue (M13_)	0.876984	0.0364307	0.114599	0.117978	0.114598	89	332115
F5_BULIMIA	Bulimia nervosa (incl. atypical)	Mental and behavioural disorders (F5_)	0.87718	0.0115403	0.114845	0.11506	0.114845	908	333532
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	0.877298	0.00813952	0.114789	0.119212	0.114764	1753	321903
CD2_BENIGN_SPINAL_CORD	Benign neoplasm: Spinal cord	Neoplasms from hospital discharges (CD2_)	0.877611	0.0191013	0.114848	0.117364	0.114846	319	342180
M13_INTERVERTEB	Other intervertebral disc disorders	Diseases of the musculoskeletal system and connective tissue (M13_)	0.877857	0.00202668	0.114976	0.11458	0.115029	33360	248831
DM_NEOVASCULAR_GLAUCOMA	Neovascular glaucoma	Diabetes endpoints	0.878411	-0.0110332	0.114708	0.112433	0.114714	968	332981
O15_GESTAT_OEDEM_PREINUR	Gestational [pregnancy-induced] oedema and proteinuria without hypertension	Pregnancy, childbirth and the puerperium (O15_)	0.878559	0.00707496	0.11446	0.11442	0.11446	2360	176113
G6_ATROPHCIRCUM	Circumscribed brain atrophy	Diseases of the nervous system (G6_)	0.878663	0.0169269	0.114814	0.114673	0.114814	412	333555
AB1_MENINGOCOCCAL	Meningococcal infection	Certain infectious and parasitic diseases (AB1_)	0.878899	0.0242187	0.114785	0.117347	0.114784	196	303314
Q17_COMPLEX_CARD_DEFEC	Complex cardiac defects	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.879075	-0.0268043	0.114848	0.115383	0.114848	155	342344
ALCODELIRIUM	Alcohol withdrawal state with delirium	Mental and behavioural disorders (F5_)	0.879423	-0.00783975	0.114848	0.113547	0.114856	1879	340620
N14_URETHRAOTH	Other disorders of urethra and urinary system	Diseases of the genitourinary system (N14_)	0.880432	0.00212416	0.114935	0.114902	0.114938	28775	299449
K11_ORAL_LICHEN_HYPOT_THYRO	Oral lichen ruber planus, hypothyreosis or thyroxin	Diseases of the digestive system (K11_)	0.881116	-0.0204587	0.114848	0.112244	0.11485	266	342233
C3_LARYNX_EXALLC	Malignant neoplasm of larynx	Neoplasms, from cancer register (ICD-O-3)	0.88116	0.0171472	0.115555	0.119173	0.11555	374	259583
J10_TONSILLECTOMY	Tonsillectomy	Diseases of the respiratory system (J10_)	0.88163	-0.00230921	0.114848	0.115151	0.114825	24544	317955
F5_MIXEDDEV	Mixed specific developmental disorders	Mental and behavioural disorders (F5_)	0.881682	-0.0145874	0.114866	0.119392	0.114858	536	339113
CD2_BENIGN_EAR_NASAL_SINUS	Benign neoplasm: Middle ear, nasal cavity and accessory sinuses	Neoplasms from hospital discharges (CD2_)	0.882347	-0.0108771	0.114848	0.113582	0.114852	918	341581
D3_AIHA_OTHER	Other autoimmune haemolytic anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.883526	-0.0208756	0.114851	0.115104	0.114851	239	341747
INV_VENT	Invasive ventilation	Comorbidities of COPD	0.883846	-0.00774574	0.114874	0.114616	0.114875	1766	338116
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract	Diseases of the respiratory system (J10_)	0.88393	-0.00906226	0.114848	0.114253	0.114851	1290	341209
C3_OVARY_EXALLC	Malignant neoplasm of ovary	Neoplasms, from cancer register (ICD-O-3)	0.883951	0.00922542	0.114953	0.115497	0.114948	1264	149394
E4_OBESITYCAL	Obesity due to excess calories	Endocrine, nutritional and metabolic diseases (E4_)	0.884271	-0.00293736	0.11487	0.11389	0.114909	12790	324169
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classified	Certain conditions originating in the perinatal period (P16_)	0.886046	-0.0153311	0.114846	0.118896	0.114841	471	341948
I9_OTHARR	Other arrhythmias	Diseases of the circulatory system (I9_)	0.886285	0.00219359	0.115035	0.115188	0.115019	24532	237263
REITER	Reiter disease	Rheuma endpoints	0.887028	-0.0256983	0.114824	0.112928	0.114825	150	340569
K11_TEETH_HARD_NOS	Disease of hard tissues of teeth, NOS	Diseases of the digestive system (K11_)	0.887265	0.0301261	0.114294	0.117117	0.114293	111	242518
M13_EARLY_LUMBAR_PROLAPSE	Early lumbar disc prolapse, operated	Diseases of the musculoskeletal system and connective tissue (M13_)	0.887339	-0.00374438	0.114848	0.113821	0.114871	7364	335135
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.887464	0.0116881	0.11485	0.117323	0.114845	720	340772
I9_AVBLOCK	AV-block	Diseases of the circulatory system (I9_)	0.887768	0.00472575	0.115015	0.114788	0.115019	4820	237263
O15_DELIV_PERIN_LACER	Perineal laceration during delivery	Pregnancy, childbirth and the puerperium (O15_)	0.887974	-0.00497482	0.114792	0.114318	0.114805	4214	148153
C3_HEART_MEDIASTINUM_PLEURA_EXALLC	Malignant neoplasm of heart, mediastinum and pleura	Neoplasms, from cancer register (ICD-O-3)	0.888544	-0.0202148	0.115552	0.117835	0.11555	229	259583
MIGRAINE_TRIPTAN	Migraine, single triptan purchase ok & required. ICD-code if available is included	Neurological endpoints	0.888812	-0.00183845	0.114848	0.114402	0.114898	34385	308114
SCND_OTH_COXARTHROSIS	Other secondary coxarthrosis	Rheuma endpoints	0.888957	-0.0113956	0.114624	0.11209	0.11463	754	323038
H7_EPIPHORA	Epiphora	Diseases of the eye and adnexa (H7_)	0.889522	0.0141726	0.114896	0.115999	0.114895	477	314292
K11_FUNCDYSP	Functional dyspepsia	Diseases of the digestive system (K11_)	0.890078	0.00354603	0.115019	0.116028	0.114992	7715	292256
CD2_BENIGN_DIGESTIVE_NOS	Benign neoplasm: Ill-defined sites within the digestive system	Neoplasms from hospital discharges (CD2_)	0.890453	0.0275844	0.114848	0.116983	0.114848	124	342375
F5_UNSORG	Unspecified organic or symptomatic mental disorder	Mental and behavioural disorders (F5_)	0.890616	0.0340385	0.11485	0.114458	0.11485	83	325306
E4_DM2PERIPH	Type 2 diabetes with peripheral circulatory complications	Endocrine, nutritional and metabolic diseases (E4_)	0.890655	-0.00702954	0.114324	0.113198	0.114332	1975	283224
F5_HABIT	Habit and impulse disorders	Mental and behavioural disorders (F5_)	0.891604	-0.0150647	0.114898	0.111154	0.114903	414	332850
N14_ENDOMETRIOSIS_RECTPVAGSEPT_VAGINA	Endometriosis of rectovaginal septum and vagina	Diseases of the genitourinary system (N14_)	0.891963	-0.00655037	0.11485	0.114624	0.114854	2196	100663
Q17_CONGEN_MALFO_PULMONARY_TRICU_VALVES	Congenital malformations of pulmonary and tricuspid valves	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.892612	-0.0214084	0.114814	0.116585	0.114813	192	338720
O15_TWIN_GEST	Twin gestation	Pregnancy, childbirth and the puerperium (O15_)	0.893287	0.0062104	0.114889	0.115641	0.114878	2358	154102
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	Diseases of the digestive system (K11_)	0.893664	0.0139938	0.114995	0.11668	0.114992	450	292256
H7_SCLERITIS	Scleritis	Diseases of the eye and adnexa (H7_)	0.894611	0.0188527	0.114646	0.116884	0.114645	244	325475
M13_DORSALGIANAS	Other/unspecified dorsalgia	Diseases of the musculoskeletal system and connective tissue (M13_)	0.89513	-0.00270883	0.11501	0.114632	0.115029	12407	248831
H7_VITRCRYSTAL	Crystalline deposits in vitreous body	Diseases of the eye and adnexa (H7_)	0.895871	0.0226447	0.114876	0.115002	0.114876	169	329013
C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous	Neoplasms, from cancer register (ICD-O-3)	0.896163	-0.00838204	0.115551	0.115832	0.11555	1210	259583
K11_DEEP_BITE_SURGERY	Deep bite that required surgery	Diseases of the digestive system (K11_)	0.897075	0.0182013	0.114848	0.114888	0.114848	253	342246
G6_POSTVIRFAT	Postviral fatigue syndrome	Diseases of the nervous system (G6_)	0.897249	-0.0243974	0.114715	0.114155	0.114715	137	318912
CD2_BENIGN_INTRATHORACIC	Benign neoplasm of other and unspecified intrathoracic organs	Neoplasms from hospital discharges (CD2_)	0.897706	-0.0180577	0.114848	0.114458	0.114849	249	342250
I9_AORTDIS	Dissection of aorta	Diseases of the circulatory system (I9_)	0.897732	0.0101253	0.114807	0.116754	0.114802	799	317899
APPENDICITIS_BROAD	Appendicitis, broad definition	Diseases of the digestive system (K11_)	0.897986	0.00179637	0.114849	0.114829	0.114851	27523	314763
H7_BULLKERATOPATHY	Bullous keratopathy	Diseases of the eye and adnexa (H7_)	0.899181	0.0215129	0.114645	0.114294	0.114645	176	325475
L12_PITYROCHEA	Pityriasis rosea	Diseases of the skin and subcutaneous tissue (L12_)	0.899635	0.0222749	0.114812	0.114907	0.114812	161	330975
L12_HIDRADENITISSUP	Hidradenitis suppurativa	Diseases of the skin and subcutaneous tissue (L12_)	0.901775	0.00974804	0.114741	0.11512	0.114741	800	328747
G6_RADLES	Lesion of radial nerve	Diseases of the nervous system (G6_)	0.90184	-0.00912098	0.114473	0.112781	0.114478	916	301193
M13_FATIGFRACT	Fatigue fracture of vertebra	Diseases of the musculoskeletal system and connective tissue (M13_)	0.901843	0.0284731	0.115031	0.120944	0.115029	91	248831
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.901969	0.0129415	0.114855	0.117454	0.114852	447	341081
L12_FOLICULAROTH	Other follicular disorders	Diseases of the skin and subcutaneous tissue (L12_)	0.901983	0.00681104	0.114742	0.115019	0.114741	1633	328747
D3_HEREDHYPOGAMMA	Hereditary hypogammaglobulinemia	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.9022	0.0288939	0.114683	0.116667	0.114682	90	337121
N14_ENDOMETRIOSIS	Endometriosis	Diseases of the genitourinary system (N14_)	0.902393	-0.00253816	0.114822	0.114583	0.114854	13456	100663
H8_MASTNAS	Other/unspecified mastoiditis and related conditions	Diseases of the ear and mastoid process (H8_)	0.902844	0.025286	0.114769	0.117391	0.114768	115	320335
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV_EXMORE	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	Psychiatric endpoints from Katri Räikkönen	0.903234	0.00522239	0.115099	0.112728	0.115128	3142	254402
O15_PLAC_PRAEVIA	Placenta praevia	Pregnancy, childbirth and the puerperium (O15_)	0.903281	0.00825013	0.114891	0.11672	0.114878	1076	154102
I9_IHD	Ischaemic heart disease, wide definition	Diseases of the circulatory system (I9_)	0.904198	0.00142509	0.114848	0.11419	0.114979	56730	285769
M13_MUSCLEATROPH	Muscle wasting and atrophy, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.90502	-0.0223158	0.114887	0.113475	0.114888	141	253122
J10_RESPOTHER	Other diseases of the respiratory system	Diseases of the respiratory system (J10_)	0.905085	-0.00357723	0.114848	0.114201	0.114859	5660	336839
